text_akhir,polarity,label_ml
biaya admin aplikasi lambat transaksi gagal tunggu jam kurang samasama bank digital belah bagus mending pakai ewallet langsung bca blu,negative,negative
gajelas login susah pas verifikasi wajah,neutral,neutral
verifikasi data koneksi handphone mumpuni gambar,negative,negative
buka rekening mudah fitur fitur topup overall bagus coba simple user friendly moga depan fitur sukses blu bca,positive,positive
mantabs aplikasi blu mudah memisahmisahkan dapat sesuai pospos butuh masingmasing kerennsss deh blu,negative,negative
susah banget login hp hp wajah deteksi daftar kemarin rambut eh potong rambut pendekga masuk wajah deteksi sihpakai opsi pilih dongemail,negative,negative
aplikasi mudah post post tabung mudah senang uang bagi sesuai post mudah terima kasih blu suksea,positive,positive
mantap pakai bluvirtual card gampang transaksi digital terima kasih banget sayang bca virtual account yanf terima bayar blu overall oke,positive,positive
gilakkkk bagus banget aplikasi tabung mudah pakai blu bikin target nabung suka fitur pisah tabung repot repot misahin tabung terima kasih banget blu bca karena tabung senang,positive,positive
interface lelet user friendly animasi bagus bank digital rekomended bayar ribu bikin rekening huh payah pakai bank jago ribet gratis,negative,negative
suka aplikasi biaya admin bulan ngak lambat login masuk aplikasinyamohon baik lebih oke,neutral,neutral
tuh neng banget pakai blu rekening bca tlg baik lelet banget malu antri bayar pakai qris masuk lamaaaa bgtitu kasih bintang udh baik naikin,positive,positive
login muncul popup putus masuk pindah dana blu saving blu account muncul popup salah kecewa tanggal set otomatis ganti,negative,negative
aplikasi bagus kecewa kartu atm nge reques blu kirim komplen pikak jne hallo blu solusi kartu hangus suruh bikin bayar ribu coba ah pakai apk bank digital reques kartu alhamdulillah rumah,positive,positive
masuk akun device beda banget alas kamera hp goyang emang megang ampe ujrak ujrakan yak ikutin instruksi banget beda app bank digital belah verifikasi masuk device baru make nungguin,negative,negative
kurang fitur ui si lelet app bca lancar moga depan ganti ui simpel loading,positive,positive
ui enak simple berat livin mandiri buka cepat pakai acara lag gitu best tolong jaga konsisten gin terima kasih,positive,positive
kecewa bom blupay pakai pemberitahuan pakai saldo dalam bosen ulang x lapor solusi bantu,positive,positive
isi data lengkap tahap video call bilang data jelas suruh hubung call center lengkap deh dmana,negative,negative
suka pakai blu transfer bca biaya transaksi tambah kasih limited kecewa belanja toko oren pilih bayar pke bca transfer manual blu bca duit ngestak duit transfer krena malam brusan jam coba stak keluh kecewa,positive,positive
dear tim developer blu tolong ui dipersimple ringan kadang transaksi bayar qris lamban berat ganggu antri bayar jaring bagus,neutral,negative
tolong baik aplikasi berat jalan kendala force close bukti gambar tolong lihat bukti review bukti jelek depan suka aplikasi,negative,negative
aplikasi manfaat banget terima kasih blu pos masingmasing butuh bikin buku rekening aplikasi beli pulsa top gopay gitu promo fitur blurewardsnya tampil aplikasi tarik user friendly responsif mantap,positive,negative
pakai jangka harap aplikasi baik lambat transaksi jujur kali pakai blu app kali update full memory,positive,negative
aplikasi berat banget buka aplikasi banget scan qris transfer tolong baik fitur bagus terima kasih,negative,negative
blu error tulis transaksi gagal chat csnya suruh ngikutin step mati data mati hp error hpnya aplikasi,negative,negative
dear blu developer tim kait keluh guna responsif aplikasi terima jalan task guna pantau aplikasi perban digital harap update sistem database baik bug responsifitas aplikasi uji perangkat jaring kondisi optimal aplikasi kendala responsif,negative,negative
aplikasi bagusmudah alangkah baik setortarik uang atm potong tambah daya nasabah tabung rekomendasi blu orang,positive,positive
bagus bikin badmood aplikasi beratttttttttttttttt bangettttttttttttt tolong bikin aplikasi ringan ramah hp mid end,negative,negative
pakai apk kesini ko lancar apk tambah tarik tunai setor tunai kena biaya admin haduhh tarik tunai sayang banget kena charge emg enaksii bulan gakena potong ttp hitung ttp transaksi tarik tunai setor tunai kena biaya blu reward tlg tingkat apk terimakasih,positive,positive
blu bca tolong baik aplikasi login susah sinyal bagus buka aplikasi lancar pas buka aplikasi blu bca lelet loading tolong baik masak kelas bca kalah aplikasi bank,negative,negative
rekomendasi teman buka rekening blu bca digital aplikasi redi pas banget langgan telkomsel promonya banget nasabah blu bank akses aplikasi redi bantu nasabah transaksi financial non financial rencana uang terimakasih blu,positive,positive
download blu gratis biaya admin kesini fitur hilang perlahan tarik tunaisetor tunai kena admin gratis kali sesuai bluloyalty itu dikit bngt kesini loadingnya lumayan entahlahh lamalama tutup akun blu bangga gratis biaya admin setor tunaitarik tunai gratis lari guna blu,positive,positive
parah bikin akun coba tarik tunai gagal uang aplikasi status sukses saldo potong fee kena scam aplikasi laporin tinggal tunggu hasil saldo kasih bintang,negative,negative
aplikasi blu bca digital bagus aplikasi berat animasi berat moga gratis transfer banyak hihi,negative,negative
pindah hp mati total banget akses hp buka terus wajah nali emang gemuk drpd pas daftar rugi saldo juta lumayan jajan payah blu,negative,positive
kasih bintang ubah signifikan baca reviewer selesai video call gagal baik sistem suruh cari sinyal stabil suruh nyoba besok jam pm bla bla bla fokus aplikasi matang rilis ngejar target tinggal celah kendala orang enggan,negative,negative
lancarlancar pakai blu log aplikasi garagara hp error udh komplen cs bantu mutermuter jelas sayang pdhl udh cetak kartu fisik,negative,negative
aplikasi bagus banget nabung dikitdikit mikirin pajak bulan berat aplikasi suruh update,negative,negative
jelek banget awal transfer uang adminnya lama transfer bca admin ribet banget tiba transaksi terang jam operasional real berat banget nge lag parah,negative,negative
apk kasih bintang bintang berat apknya jelek banget transfer bca gabisaa top emoney gabisa transfer bca blu bca cepat bangett tolong solusi,positive,positive
pakai qris x nyangkut dana potong rekening dana masuk merchant cs bilang maintenance cs bilang blgnya signal pdhl signal ok banget bilang maksimal dana masuk x jadi takut taruh dana blu maaf blu ok transfer gratis bbrp layan free admin walupun suka lelet apps,positive,positive
saran bluteens beli rekening cantik beli blubisnis guna pisah dana masuk fitur bisnis minim kalah bluaccount autodebit transfer rekening guna buka rekening blubis fitur tutup account manual lebih kurang denga review guna bintang moga bagus depan,negative,negative
bank digital suka aplikasi topup coba transaksi sayatransaksi jalan langsung cashbacknamun aplikasi jalan lambat harap moga depan tingkat biar satset transaksi,positive,positive
tampil jelek banget kelas bca aplikasi gin ajar tampil sea bank tampil sederhana tarik livin mandiri bca lumayan oke,negative,negative
aplikasi bagus bantu fitur saving uang kategori akun terimakasih blu moga amanah maju kembang promonya,positive,negative
susah si update login sidik jari hilang otomatis kelas bca aplikasi butuh uang biasa sidik jari lupa password reset password ribet pakai camera gerak kepala oke aman primary update otomatis sidik jari tu hilang terima kasih,negative,negative
ribet urus transaksi verifikasi wajah gagal complain cari solusi ampun sla kirim dokumen telpon call center biaya mahal habis,negative,negative
baik aplikasi kasi bintang masuk aplikasi susah nauzubillah kendala jaring jaring bagus beda banget bank digital belah coba pakai cair dana mustahil instal apk,negative,negative
harus update buka blu top shopee pay lengkap tolong harus update hilang,negative,negative
nomor hangus dipake deh call halo blu cs beres kayak ngaco paham akun dipake nomor hpnya hangus suruh bikin bego blu pakai ktp cs blu paham aplikasknya blu,negative,negative
ih keren bikin menit bikin gendong anak trus suka goal tabung kemarinkemarin ken banget bikin tabung blusaving gin pas blu langsung install pakai tambahin blurewards,positive,positive
rekomendasiin blu deh banget bug lelet bayar kopi kenang pakai blu saldo potong masuk kopi kenang cs proses maaf benahin blu,negative,negative
saran blu depan tolong tambah fitur hitung orang ajak gabung daftar blu banget orang ajak event batas minim orang takut takut lupa ngajak orang gitu tim sales blu khusus event hihi,negative,negative
trouble transfer komplain layan cepat uang jam lapor ribet telpon pusat sambung andal email moga baik transfer kirim,positive,positive
bayar kendala jaring pakai data seluler pakai wifi tetep kendala gilir top lancar hadeh awal bagus appsnya,negative,negative
maka suruh abang suka cocok juni layan bifast transfer rekening bri bca kawan mahal transfer biaya kali transaksi malas gitu,positive,positive
tahun pakai blu enak si masuk aplikasi berat smooth gitu operasi mohon baik,negative,negative
transfer tanggal februari masuk telpon tanggal kerja telpon tanggal bilang tunggu kerja undur telpon tanggal bilang close cs masuk pdhl masuk,negative,negative
blu bca tolong orang pakai gopay dana lain heran tombol top mana isi rekening bingung aneh nomor rekening blu transfer bank mandiri deteksi top e money maksud isi rekening blu transaksi transaksi isi heran admin kok,positive,positive
aplikasi bilang delay scan qris tambah fitur tampil qr beberapa pke scan barcode qr bayar,negative,negative
promo kuota sbg nasabah kena zonknya promo pakai merchant kuota event kuota hari udh habis kuota habis tanda habis untung buntung malu batalin transaksi udh pas kasir jadi merchant fmimart,negative,negative
aplikasi lemooot sat set buka tunggu duluuu tolong diperbaikii biar lelet transaksi nabung cepatt,negative,negative
tolong emoney lengkap top shopeepay dana linkaja geser tab sensitif kadang pas scroll suka pindah tab belah bagus terima kasih,positive,positive
habis daftar blu besok email melulu ngalami ribet pos langsung transfer donk pos belanja bulan langsung transfer virtual account bayar online shop ovo qris lain pindahin blu account kali kerja,negative,negative
transaksi tabung bagus mudah senang pakai blubybca smoga depan atur blu blu smpai,positive,positive
loadingnya pas topup sopay oren potong blu rewardsnya malesin banget tolong baik topup dana aman udh baik edit ratingnya,positive,positive
aplikasi bagus transaksi fitur mudah paham respon mudah transfer top listrik blu bca cocok usia repot atm bank app blu terima kasih mantapppp moga,positive,positive
aplikasi lelet harap rekening blu biaya administrasi bulan biar nasabah nyaman tabung blu,positive,positive
fitur apknya bagus berat pas masuk ngelag lancar hpnya buka bca mobile apk lancar,positive,positive
nasabah bca aplikasi blu enak banget daftar cepat rumah pakai praktis fingerprint langsung log siapsiap ngepos dapat mimpi wujud suka fitur blugether,positive,positive
jam cobain fitur blu asyik gratis transfer bca bank saldo ribu tarik biaya blu reward gunakarena cashback kecewa gratis berbelitbelit,positive,positive
tolong baik aplikasi lelet bayar indihome masuk menu aplikasi mbanking masuk menu mpayment telephone telekomunikasi trus blu bca,negative,negative
apk bagus ko topup shopee transfer bank tolong transfer bisaini bifast seh,negative,negative
bagus simple sayang banget lelet appnya makan banget sat set transaksi tolong baik,positive,positive
maaf transaksi beli voucher beli voucher saldo kurang kembali kecewa transaksi mohon uang kembali cepat,positive,positive
fungsi ok banget kadang suka lambat respon aplikasiny sat set overall ok,positive,positive
aplikasi lelet masuk susah bolak login takut bikin uang smua blu bayar pakai qr connect malu kasir en antri blkgdan udh komen lelet saran complain didengerin stahunan ubah gitu,negative,negative
transfer bank bni status hasil saldo potong cek masuk refund tolong uang urgent bayar nggk adu jawab template saran hati hati pakai blu moga,negative,negative
maaf ulas alhamdulillah bagus fiturnya simpel ok muas download akses blu pinjam karnakan kode undang download apk mohon kirim kode accord bos kuu makasiiih blu digital ok simpel bagus,positive,positive
laku freelance aplikasi blu bagus banget proses daftar aktivasi cepat banget coba transfer bank blurewards lancar jaya sukses aplikasi blu bca digital,positive,positive
mantap banget pakai blu rekening samping gaji admin bulan eh ngantongin bunga cocok invest blu saving nyimpan tabung jenis tabung pisah tabung proses transfer kilat mbanking bca,positive,positive
download hasil top saldo sengaja aplikasi hapus coba install ulang bikin rekening blu hapus saldo biar masuk aplikasi ragu referensi orang uang blu ah,negative,negative
bagus integrasi dg platform investasi indodax ajaib lain features financial assistance manage uang tabung overall apps oke,positive,negative
anjriiiit blu bca cek saldo atm bca kena biaya bahasa gratis cek via aplikasitapi produk bca gratis donk fasilitas atm produk gin pakai bank jago,positive,positive
fiturnya oke blu utama user blu responsif aplikasinyaa aplikasi web wkwkwk lemoott berat banget coba blu baik minat sekian sekian lipat dr sekaranh,positive,positive
halo blu tolong baik segi beli pulsa kuota topup gopay udh kali gagal masuk saldo potong tolong baik urgent buka nominal sigap cs muas sistem benah,negative,negative
proses verifikasi wajah gagal display kamera sesuai arah kali coba hasil terang wajah foto buram kamera normal wajah layar hp verifikasi admin mohon bantu verifikasi terima kasih,positive,positive
fitur jago mohon tambah fitur kantong bayar bank jago kirim uang langsung pakai kantong mana pindah dana kantong simpan akun utama bayar deh oke pakai si bank moga saran proses,positive,positive
kali alami kendala video call pagi aplikasi jelek jaring video call menit langsung verifikasi moga lancar transaksi,negative,negative
blu transaksi belanja online bayar apa qris praktis mudah cepat mantap,positive,positive
aplikasi blu bca digital mantap transaksi lengkap aman nyaman minus transfer kliring,positive,positive
coba berkalikali deteksi wajah lupa password gagal jaring cahaya oke wajah uang tutup payah untung rekening uang saldo maaf auto uninstall,positive,positive
susah daftar kenal wajah coba berkalikali versi baru clear cache background polos wajah lingkar dilakuin tetep,negative,negative
okehanya tolong baik masuk aplikasi loadingnya transaksi qris bgtumsalah loadingnya,neutral,neutral
nyangka kelas bca bikin aplikasi ampas verifikasi vc nomer antri tunggu x gitu nunggunya sebentar,negative,negative
keren fitur fungsi lengkap kadang suka lambat aktivitas top emoney bayar putus tolong baik,positive,positive
daftar verifikasi ktp gagal sambung putus jaring normal coba kali gantiganti pakai jaring wifi seluler gagal,negative,negative
lemah blu timbang depan kartu debit onlinefisik setor tunai bill payment lengkap fitur pocket oke blugethers alangkah member blugethers akses tari dana blugethers izin creator blugethers oh moga free transfer bca convsyariah laku desember,positive,positive
bagus aplikasi super beratjadi mangkrak pakai lagikalo potong langsung dana masuk ribet dana ngepres transaksi dana masukkeluar susah,positive,positive
luarrr rasa blu digital bca alam pribadi muas kmaren tanggal okt lalu pembyran qirs ternyta masuk lapor call center cs luarr ramah layan terima kasih layan bantu butuh wktu lma hasil masuk pdahal estimasi krja,positive,positive
aplikasi blu bca benerbener tolol pakai pin hp untung coba garagara blu bca buka hp pakai pin bebas apk belah bebas aplikasi masuk libat perangkat libat alas kam aktif scren lock nyaman recomendet bebas aktif scren lock mantab yaqin rekomendet,negative,negative
aplikasi nyaa bagus bangettt simple akses mana layan akses handphone daftar gampang coba cobain deh,positive,positive
verifikasi ribet gajelas ngikutin perintah tetep detect ngefoto benerin tu verifikasi wajah versi baru pakai wifi lancar jaya pakai aksesoris apa muka cerah pas,neutral,neutral
aplikasi bagus mudah tambah tap pay biar mudah bayar hp,negative,negative
senang menginstal aplikasi blu proses daftar aktivasi fitur blusaving coba transfer bank blurewards lancar jaya tagih pakai aplikasi blu,negative,negative
pakek blu bca minggu kali bukaharus masuk hp kak transfer masuk deh buka kasih bintang sempurna,negative,negative
coba kali ttp kenal wajah hijab masak iyya buka hijab watching daftar sobat blu terang buka topi kaca mata tu kali buka hijab gtu baik apk,negative,negative
mohon maaf aplikasi blu masuk sambung putus transaksi internet lelet gabisa,negative,negative
aplikasi keren ui friendly user anak muda moga lengkap fitur depan moga berat guna,negative,positive
bagus sebenernya baik kadang transaksi kendala jaring jaring bagus install ulang dipake,positive,positive
diberitahu teman langsung poin blu langsung sreg install buka rekening proses mudah cepat transaksi blu bca digital blurewards bahagia semangat biaya admin gratis transaksi nambah cuan tuh rajin sebar kode referal pakai kode banget bambaozky,positive,positive
top ewallet kena biaya admin bca mobile adminnya si bikin hemat kaya admin bulan lumayan admin topup ewallet tolong dihilangin adminnya kecewa,positive,positive
jujur suka banget aplikasi fiturnya sekarng debit cardnya bagus nabung aman nyaman percaya transaksi mana point kekuranganya maaf turunin bintang kesini baharu loading log lelet aplikasi serasa berat tolong baik bca trimakasih ber inovasi biar nasabah bahagia,positive,positive
jujur aplikasi bagus responsif isi saldo atm bca ribet instan sayang input cek bca virtual account muncul beda mbca deteksi va tolong benah,negative,negative
aplikasi manfaat banget atur uang bikin pospos tabung semangat nabung blurewards bikin transaksi bebas biaya moga promo tarik blu,positive,positive
tuh heran beda aplikasi bca fiturnya samasama bedabeda dikit coba tambah fitur jenus fitur ecard samasama aplikasi bca blu pusing pakai aplikasi bca kbnyakan,negative,negative
puas cs pas sesi confirm alamat bilang beda pas ulang dmn alamat bir klarifikasi respon biak data dsana takut salahgunakan data dksh,negative,negative
aplikasi blu bca digital transaksi uang mudah mana daftar ribet tabung transaksi bikin hepi promo tarik banget blu bank akses aplikasi redi pilih baik transaksi uang generasi,positive,positive
hilang uang ganggu transfer saldo potong masuk rekening terima coba hubung customer lain hasil kemarin pas bayar pakai qris ganggu potong saldo uang masuk terima kecewa tolong balikin uang,negative,negative
bagus sekalilebih bagus transfer bca biaya tambah top dana banyak pilih bayarbeli game voucher banyak lagidan sedia bayar listrik token bayar air pdampembayaran bpjs jamin daftar,positive,positive
kecewa layan vc apk antri antri hubung cs suruh taroh ktp bawah dagu jaring bagus pindah lokasi suruh telepon tunggu antri habis gb coba tolong baik kasih hubung mana,negative,negative
daftar masuk nomor seri kartu atm sayakenapa gagal transaksi diprosessilahkan ulang yanomor hp aktif jugasaya pakai wifi koneksi,negative,negative
kirim kartu refund ulang bayar biaya kartu engga gratis alas alas kasih solusi kantor cabang bca ambil kartu suruh tunggu,neutral,negative
salah bank digital baik buka rekening gampang proses cepat saran top dompet digital banyak harap kartu debit fisik terimakasih blu bca digital,positive,positive
daftar aktivasi rekening cepat mudah butuh menit data lengkap video call rekening langsung aktif salah nasabah kartu atmdebit fokus tabung segi bunga saing bebas biaya admin bulan fitur setor tunai kartu atm bca minimum tempat deposito jt terimakasih,negative,negative
buruk koneksi error gabisa buka sinyal lancar dipake aplikasi lancar buka blu koneksi error,negative,negative
aplikasi keren banget juta deposito bunga ahh cocok banget anak muda suka simpan simpan tabung simple ribet ambil duit atm bca gitu seru blu gether patungan transparan banget keren banget asli saran depan adain setor mesin atm bca biar gampang nabung adain va bisnis online qr code,neutral,neutral
blu bagus suka koneksi bca kurang kartu fisik blu sedia email masuk suka lambat delay menit otp menit mohon realisaksikan kartu fisik debit blu,negative,negative
aplikasi blu bca digital oke banget bantu atur uang blurewards bikin bebas bea transaksi tranfer bank cepat proses daftar akun aplikasi rekom banget deh,negative,negative
lelet banget aplikasi berat suka maintenance uang pemberitahuan minimal maintenance jam jam,negative,negative
kilas tampil tarik daftar proses daftar deteksi wajah posisi sesuai prosedur jarak wajah sesuai pencahaannya deteksi baik admin hambat proses kenal wajah proses registrasi mohon bantu admin terima kasih,positive,positive
asli kali nemu aplikasi bagus mudah transaksi ambil uang butuh cash pakai kartu keren banget nyesel download aplikasi,negative,negative
pilih login daftar doang akun blu bahaya saldo login fasilitis daftar,negative,negative
senang masuk cepat aplikasi depan tingkat smooth,negative,negative
sederhana kurang pakai transfer kendala gagal rtg bi fast full jam,negative,negative
terima kasih informasi top shoppe virtual account informasi tahap shoppe pilih bca coba blu,positive,positive
aplikasi rekening digitalny bagus aplikasi rekening tambah biaya admin pas video call cepat antrianny cm langsung angkat bca aman ketimbang aplikasi rek bca digat al lainy cs gampang hubung keren pokokny bunga deposito donk,neutral,neutral
benerbener saranin aplikasi kasih bintang ribet banget transaksi verifikasi wajah verifikasi bolakbalik wajah nali jaring background bagus pakai pakai make mempan anehh banget uang nyangkut jugaa aplikasi tunggu lapor selesai need reply upgrade application easy safety,negative,negative
far pakai aplikasi blu kendala tampil tarik user friendly lock app pakai sidik ribet moga aplikasi kembang makasiiiii,negative,negative
akun rekening tabung solutif banget blu ternak rekening pusing tabung kena biaya pakai blu pakai nabung butuh,negative,negative
daftar data masuk sesuai proses daftar telepon cs pemberitahuan gagal rekening bku bca,negative,negative
kasih rating seblum uang uang naikin tolong cepat uang trf pakai blu bca uang debet masuk bca terima kasih,positive,negative
baca transfer gratis syarat transfer free syarat rekomendasi pakai transaksi transfer bank free topup gopay shopee tokopedia free tarik tunai alfamart indomart jenis free bayar jenis tagih free kaya gitu sempurna freenya hehehehe,positive,positive
ah modus promo bonus gb pas install langsung pemberitahuan habis kuota bonus notifikasi hilang stop promonya install gara dapa promo aplikasi enak pakai bank nggk modus asli auto uninstall mauninstal deh,negative,negative
bank digital bagus baik fiturnya modern bikin bingung mudah nasabah transaksi poko bantu banget terima kasih,positive,positive
install aplikasi butuh kuliah ambil gambar pribadi proses buat akun mohon arah,negative,negative
terimakasih blu bca buka rekening bonus biaya saldo minimum ngeluh transfer biaya tolong baca teliti sk ngeluh video call susah jaring pilih video call menit daftarin teman menit cek jaring pakai kartu paket cepat mbps nyalahin blu bca terima kasih blu,positive,positive
uiux tingkat enteng halus aplikasi buka layan depan moga saing bank digital,neutral,neutral
aplikasi bagus bantu bertransaki note mohon update topup emoney tambah emoney mudah transaksi dana linkaja uang lain terima kasih,positive,positive
maaf aplikasi akses guna difabel tunanetra pasal aplikasi buka registrasi menu baca screen reader mohon benah difabel netra enikmati aplikasi blu,negative,negative
aplikasi fitur hubung cs langsung aplikasi pakai panggil internet telpon konvensional biaya mahal nasabah oke harap bca konvensional aplikasi harap blu ganti layan konvensional layan full digital nb cs panggil telpon konvensional blu digital,negative,negative
narik tunai bca admin tarik tunai sesuai nominal narik x check gara gara biaya admin internet lancar trouble internet,positive,positive
aplikasi bagus bantu transaksi uang aplikasi nomer kaleng kaleng pakai ribet segi aman bukti aman terima kasih pakai aplikasi,negative,negative
blu aktivitas uang smartphone praktis kini sesuai butuh millenial ngomong-ngomong daftar blu via aplikasi redi coba,positive,positive
bug login biometrik muncul ulang kali khawatir akun blokir bug transaksi urgen hambat kartu fisik customer servic fisik bank bca,negative,positive
sulit akses blu reset password hasil syarat ikut kenal wajah gagal hubung mohon solusi terima kasih,positive,positive
aplikasi mudah onpoint cari fitur dipake rekomended dunia digital,negative,negative
proses buat cepat banget verifikasi data via vcall turut keren aman pas blurewards bebas biaya transfer bank favorit banget,negative,positive
mantap deh bca turun tangan download applikasi iming free biaya transfer blu udh udh coba transfer gunain transfer online pakai llg telepon operator reinstall applikasi coba mudah buka transfer onlinenya terima kasih blu terima kasih bca,positive,positive
buruk buruk layan aplikasi blu bca video call cs alot bosan buang pagi telepon sore antri beda dg bank digital layan bagus cepat sulit,negative,negative
fitur basic bank kelas bca depan update fitur kait kartu debet vcc kalah pribadi fungsi aplikasi lancar menggangu warna tema blu biru terang mecolok menggangu mata suka warna aplikasi bca bca mobile welma warna enak mata,negative,negative
efisien pasu keluar bikin akuntansi gitu blu rewardsnya oke oke banget transfer bi fast hehehe,positive,positive
tampil simple saran blu baik fitur debit onlinenya krna ckup bantu usaha online iklan facebook,negative,negative
pakai blu transaksi bayar transfer topup lancar hambat puas blu mudah jamin aman rahasia data terimakasih blu moga sukses jaya,positive,positive
moga blu depan aplikasi friendly user tambah top shopeepay e money atm fisik digital id nasabah,positive,positive
aplikasi bagus banget asli fitur fiturnya canggih gampang lakuin tampil jugaa bagus bangett,negative,negative
bijak dgan biaya admin tarik tunai nyaman nomimalnya tarik tunai mesin atm bank aplikasi resmi bca tarik tunai atm bca biaya adminnya ewallet mesin atm wajar ewallet adminnya lapor cs blu via wa suruh buka atm bca lantas daftar blu,positive,positive
instalnya dipake pas dipake update pas diupdate instalasi kelar aplikasi banget deh saldo dipake,positive,positive
aplikasi blu user friendly buka rekening penuh butuh perban buka rekening fitur tarik tampil bagus banget mudah operasi mantap blu keren,negative,positive
apk lumayan bagus bantu mudah pokok recomended dech catat developer bifastnya sambung biar bnyak minat ditampat akses apk tdak akses cepat kirim e wallet biaya ribu klau,positive,positive
ui tarik kasih saran fitur kode bayar qris biar mudah guna blu depan,negative,negative
aplikasi bantu tampil menu sederhana mudah erti transaksi aman atm,negative,negative
kembang fitur fitur bayar tagih top ewallet bca virtual account,positive,positive
bug jarang wajar bug parah banget dr siang coba log susah banget gagal moga tim bca baik saran sistem referalnya bonus tarik uang voucher belanja hhhe,negative,negative
parah gakbisa pakai belanja blibli terang bayar gagal melulu nerkali komplen errrrorrr bayar sisa puluh kali terang bayar gagal kyknya tutup akun,negative,negative
aplikasi bagus mohon tingkat baik tampil cepat akses menu,negative,negative
nemu aplikasi tabung biar borosss keren dipake transfer bank biaya keren deposito dg bunga wow banget ini bonus blu daftar pakai kode latifzxxl yaaaa,negative,negative
kirain kaya aplikasi transfer bank gratis pakai bifast bank si emg bifast app indukpenyedia bca bayar hadehh kirain bikin nocan bayar masuk sbg saldo layang terang,negative,negative
suka banget aplikasi blu bca digital aplikasi memanage uang tata untuk mohon kembang tambah fiturnya saran fitur lockmengunci blusaving guna blusaving komitmen tabung mudah tarik dana tabung terima kasih,positive,positive
turut aplikasi bagus sesuai dg butuh mana aplikasi butuh rekening perlu jangka kutak katik nilai terima kasih bca,negative,negative
aplikasi udh lumayan bagus gara verifikasi email gagal ops bner kirim gmail com tolong mudah baik sungguhh sayangkn,negative,negative
mantap layan ramah sopan tutup acount rekening aplikasi khawatir maka nonaktif rekening acount oh instal buru istal buka rekening vc layan cantik,negative,negative
tampil mudah ribet poko praktis bluereward gratis bank nyaman banget tampil mudah transaksi,positive,positive
aplikasi bagus banget uiux optimalisasi lambat respon overall bagus,negative,negative
aplikasi mudah masuk bawa multytasking tambahin fungsi aman masuk biar jail minjem hp trus ngebula recent app lngsung masuk aplikasi,negative,negative
apk blu dipake transaksi gagal melulu transaksi pemberitahuan hmmmtransaksi gagal updateudah suka heran uang simpen dipake,negative,negative
kali nyoba aplikasi blu buka rekening gampangfitur dalam simple aplikasi manfaat transaksi online terima kasih blu,positive,positive
apk manfaat mudah transfer fiturfitur mudah paham aplikasi lancar moga baharu apknya,positive,positive
alhamdulillah buka rekening bca digital bikin nomor rekening cantik masalahtranfer bank transaksi bayar top lancar jayatidak biaya admint lagikalau kartu atmnya,positive,positive
blu bca error ambil duit tolong baik cepat notif seeprtinya silah coba pas login ino,neutral,negative
bcablu si digital biaya admin transfer topup ewallet jamin minat digital blubca pakbu review,negative,negative
mohon baik aplikasi blu bca bantu dlm hidup seharihari aplikasi lelet berat kadang susah masuk terima kasih,negative,negative
tolong servernya baik upload e ktp susah main putus koneksi internet lancar pakai data wifi,negative,negative
bagus setor tunai setor tunai pke sistem va depan mohon update setor tunai pke kartu fisik,positive,positive
deh pingin banget rekening tabung blu bca digital manfaat fitur digital sulit banget kendala langkah verifikasi video call deh bbrp kali coba video call putus jaring internet sinyal full bagus mohon bantu mudah daftar terimakasih,positive,positive
senang mudah transaksi online virtual debit card moga tambah fitur contactless virtual debit card milik nfc smartphone smartwatch google wallet samsung wallet,positive,positive
promonya pakai terang capai limit hari cs limit hari global habis alas limit habisberarti besok sedia tetep bodoh,neutral,neutral
fungsi fingerprint login aktif atur aplikasi alhasil password kali masuk device android poco f,negative,negative
aplikasi anak bungsu bca nihh bca digital aplikasi kereeenn anak muda jaman milenial cocok banget fitur tarik bantu transaksi masa pandemi lohh top bangeeettt makan ubi cilembu hari rabuyuk download blu pasti seru,negative,negative
blu bca digital pakai amanaman kendala buka rekening ribet jaman selesai langsung aktif fiturfiturnya bantu desain uiux aplikasi simpel elegan mudah akses mana fitur suka transfer gratis tari atm bca kartu lain rekomended banget deh pengin buka rekening terimakasih sukses inovasi depan,positive,positive
updatekarena setor tunaikalau gagal masuk semuaharus pencet ulangtidak aplikasi bca biasasekali gagal masuk ulangkalau antri indomaret makan,negative,negative
update lambat berfikir hapusin apk lai memori hapusin hp restar tetep loading download apklain lancar tolong transfer dana download download lai lancar blu doang kecewa berat,positive,negative
masuk koneksi lancar cek intip saldo masuk error bikin nyaman nasabah baik masalah cepat rating naik kondisi normal,negative,negative
beda akun bank jauuuh digital sistem aplikasi oke administrasi beda bank aplikasi bank sistem sasar,negative,negative
sebenernya bagus mintapi tolong fiturnya ringankansoalnya aplikasi banyak muter mutertolong ringan aplikasi contoh mybca,negative,negative
ganti hp login susah verifikasi wajah miring kanan kiri gagal sms otp instagramnya suruh veifikasi wajahsudah bolak verifikasi wajah leher capek,negative,negative
bagus verifikasi cepat jalan lancar rekening beda bca mobile banking blu bca digital rekning moga manfaat biar respon cepat,positive,positive
bca bikin aplikasi friendly gratis biaya transfer tarik ambil uang tunai nyuruh orang kirim kode tarik tunai keren pokoe tambah transfer jadwal biar kece,positive,positive
tolong bantu daftar upload ktp kenal wajah apk ulang login habis cemilan ken beli container,negative,negative
keren banget semenjak blu praktis banget nabung deposito patungan kantor simple ribet semangat blu maju kembang yuk yuk generasi digital keren,positive,positive
app error daftar masuk nomor trus isi kode verifikasi kirim blu masuk kode salah masuk kode sesuai kirim,negative,negative
